2026-08-18,0.254
2026-08-19,0.287
2026-08-20,0.260
2026-08-21,0.251
2026-08-22,0.233
2026-08-23,0.242
2026-08-24,0.239
2026-08-25,0.245
2026-08-26,0.243
2026-08-27,0.243
2026-08-28,0.247
2026-08-29,0.255
2026-08-30,0.259
2026-08-31,0.257
2026-09-01,0.274
2026-09-02,0.278
2026-09-03,0.297
2026-09-04,0.289
